Key,Type,Desc,English,Georgian,French,German,Italian,Portuguese,Spain,Russian,,TempGeorgianToTranslate
TEXT_CREATIVITY,,,Creativity,კრეატიულობა,Créativité,Kreativität,Creatività,Criatividade,Creatividad,Творчество,,Creativity
TEXT_DESIGNED_FOR_TODDLERS,,,DESIGNED FOR TODDLERS,ბავშვებზე მორგებული,CONÇU POUR LES ENFANTS,ENTWICKELT FÜR KLEINKINDER,PROGETTATO PER I PIÙ PICCOLI,PROJETADO PARA CRIANÇAS,DISEÑADO PARA NIÑOS,РАЗРАБОТАНО СПЕЦИАЛЬНО ДЛЯ МАЛЫШЕЙ,,DESIGNED FOR TODDLERS
TEXT_PUZZLES_FOR_AGES,,,Puzzles for Ages 1-5,თავსატეხები,Puzzles Pour 1 À 5 Ans,Puzzles Für Kinder Von 1 Bis 5,Puzzle Per Età Da 1 a 5 Anni,Jogos para idades 1-5 ,Puzzles Para 1-5 años,Пазлы Для Детей 1-5 Лет,,Puzzles for Ages 1-5
TEXT_LEARN_BY_PLAYING,,,Learn by Playing,ისწავლე თამაშით,Apprendre en Jouant,Spielend Lernen,Impara Mentre Gioca,Aprenda Brincando,Aprende Jugando,Учись В Игре,,Learn by Playing
TEXT_APPROVED_BY_EDUCATIONAL_EXPERTS,,,Approved by Ed. Experts,მოემზადე სკოლისთვის,Approuvé par les Experts ,Anerkannt Von Bildungsexperten,Approvato Da Educatori Esperti,Aprovado Por Especialistas,Aprobado Por Expertos,Одобрено Педагогами-экспертами,,Approved by Educational Experts
TEXT_THE_BEST_LEARNING_ENVIRONMENT!,,,THE BEST LEARNING ENVIRONMENT!,საუკეთესო საგანმანათლებლო გარემო,LE MEILLEUR ENVIRONNEMENT D'APPRENTISSAGE!,DAS BESTE LERNUMFELD!,IL MIGLIOR AMBIENTE PER APPRENDERE!,O MELHOR AMBIENTE DE APRENDIZAGEM!,EL MEJOR ENTORNO EDUCATIVO!,ЛУЧШАЯ СРЕДА ОБУЧЕНИЯ!,,THE BEST LEARNING ENVIRONMENT!
TEXT_NO_ADS,,,"NO 
ADS","არანაირი
რეკლამა","0 
PUBS","KEINE 
WERBUNG","NESSUNA
PUBBLICITÀ","SEM
ANÚNCIOS","SIN
ANUNCIOS","БЕЗ
РЕКЛАМЫ",,"NO
ADS"
TEXT_HIGHLY_RATED,,,HIGHLY RATED,მაღალ რეიტინგული,BIEN NOTÉ,TOP BEWERTUNG,MOLTO APPREZZATO,ALTA CLASSIFICAÇÃO,MUY VALORADO,ВЫСОКИЙ РЕЙТИНГ,,HIGHLY RATED
TEXT_SAFE_FOR_KIDS,,,"SAFE
FOR KIDS","ბავშვებისთვის
უსაფრთხო","SÛR POUR
LES ENFANTS","SICHER
FÜR KINDER","SICURO
PER I BAMBINI","SEGURO
PARA CRIANÇAS","SEGURO
PARA NIÑOS","БЕЗОПАСНО
ДЛЯ ДЕТЕЙ",,SAFE FOR KIDS
TEXT_PLAY_OFFLINE,,,"PLAY
OFFLINE","ითამაშეთ 
ოფლაინ","JOUER
HORS LIGNE","OFFLINE
SPIELBAR","GIOCO
OFFLINE","JOGUE
OFFLINE","JUEGA
OFFLINE","ИГРЫ
ОФФЛАЙН",,PLAY OFFLINE
TEXT_RESPONSIVE_SUPPORT,,,"RESPONSIVE
SUPPORT","მუდმივი
მხარდაჭერა","ASSISTANCE
RÉACTIVE","REAKTIONSSCHNELLER
SUPPORT","SUPPORTO
IMMEDIATO","SUPORTE
RESPONSÁVEL","SOPORTE
ATENTO","БЫСТРАЯ
ПОДДЕРЖКА",,RESPONSIVE SUPPORT
TEXT_PRIVACY_PROTECTED,,,"PRIVACY
PROTECTED","დაცულია 
კონფიდენციალურობა","VIE PRIVÉE
PROTÉGÉE","HERVORRAGENDER
DATENSCHUTZ","PROTEZIONE
DELLA PRIVACY","PRIVACIDADE
PROTEGIDA","PRIVACIDAD
PROTEGIDA","ЗАЩИТА
ПРИВАТНОСТИ",,PRIVACY PROTECTED
TEXT_10_MILLION_HAPPY_USERS_&_PARENTS,,,10+ MILLION HAPPY USERS & PARENTS,10+ მილიონი ბედნიერი მშობელი და მომხმარებელი,10+ MILLIONS DE PARENTS HEUREUX,10+ MILLIONEN ZUFRIEDENE KINDER UND ELTERN,10+ MILIONI DI UTENTI E GENITORI FELICI,MAIS DE 10 MILHÕES DE USUÁRIOS E PAIS FELIZES,10+ MILLONES DE USUARIOS Y PADRES FELICES,10+ МИЛЛИОНОВ СЧАСТЛИВЫХ ДЕТЕЙ И РОДИТЕЛЕЙ,,10+ MILLION HAPPY USERS & PARENTS
TEXT_SO_EASY_FOR_2_YEAR_OLD_TO_NAVIGATE,,,"So Easy for 2 Year Old to Navigate, He Loves to Play and Learn With This App","ჩემი 2 წლის ბავშვისთვის მარტივია თამაშში ნავიგაცია, მას უყვარს თამაში და სწავლა ამ აპლიკაციით",L’application est facile à manipuler et adoré par les enfant à partir de 2 ans,"Einfache Anwendung für einen 2-jährigen, er liebt das Spielen und Lernen mit dieser App","Così facile da usare per il nostro bambino di due anni, per giocare e imparare con questa applicazione","Tão Fácil Para Meu o Filho Navegar, Ele Adora Brincar e Aprender com Este Aplicativo","Es Muy Fácil Para mi Hijo Navegar, le Encanta Jugar y Aprender con Esta Aplicación.","Моему малышку 2 года, и он легко ориентируется в приложении. Обожает играть и учиться вместе с ним",,"So easy for 2 year old to navigate, he loves to play and learn with this app"
TEXT_OUR_4_YEAR-OLD_IS_LEARNING,,,Our 4 Year-old Is Learning His English Alphabet So Fast,ჩვენი 4 წლის ბავშვი ასე სწრაფად სწავლობს ინგლისურ ანბანს,Notre enfant de 4 ans apprend son alphabet anglais si vite,Unser 4-jähriger lernt das deutsche Alphabet innerhalb kürzester Zeit,Il nostro bambino di 4 anni sta imparando l’alfabeto molto velocemente!,Nosso Filho de 4 Anos Está Aprendendo Tão Rápido!,¡nuestro Hijo de 4 Años Está Aprendiendo Muy Rápido!,Наш Четырехлетний Малыш Так Быстро Учится!,,Our 4 year-old is learning his English alphabet so fast
TEXT_EXCELLENT!_KIDS_REALLY_LOVE,,,Excellent! Kids Really Love These Games and Learn a Lot From Every Session,შესანიშნავია! ბავშვებს ნამდვილად უყვართ ეს თამაშები და ბევრს სწავლობენ ყოველი სესიიდან,Excellent! Les enfants adorent ces jeux et apprennent de chaque session,Ausgezeichnet! Kinder finden diese Spiele toll und lernen dadurch echt viel,Ottimo! I bambini amano questi giochi e imparano molto velocemente ogni volta che giocano.,Excelente! as Crianças Adoram Esses Jogos e Aprendem Muito em Cada Sessão,¡excelente! a los Niños les Encantan Estos Juegos y Aprenden Mucho en Cada Sesión,Супер! Дети обожают эти игры и учатся на каждом занятии.,,Excellent! Kids Really Love These Games and Learn a Lot From Every Session
TEXT_MY_KIDS_LOVE_TO_PLAY,,,"My 1.5 and 3 Year-old Kids Love to Play, Can't Believe How Fast They Can Learn","ჩემს 1,5 და 3 წლის ბავშვებს უყვართ ეს თამაში, არ მჯერა, ისე სწრაფად სწავლობენ","Mes Enfants de 1,5 et 3 Ans Adorent Jouer, je N'arrive pas à Imaginer à Quelle Vitesse Ils Peuvent Apprendre",Meine 1.5- und 3-jährigen Kinder lieben die App und lernen unglaublich schnell,"I miei figli di 1,5 e 3 anni amano giocare, non non posso credere quanto velocemente impareranno","Meus Filhos de 1,5 e 3 Anos Adoram Brincar, Não Posso Acreditar o Quão Rápido Eles Aprerndem","A Mis Hijos de 1,5 y 3 Años les Encanta Jugar, no Pueden Creer lo Rápido que Pueden Aprender","Мои Дети 1,5 и 3 Лет Любят Играть. Невероятно, Как Быстро Они Учатся",,"My 1.5 and 3 Year-old Kids Love to Play, Can't Believe How Fast They Can Learn"
TEXT_YOU_WONT_BE_CHARGED,,,"You Wont be Charged Until Trial Ends, Cancel  Anytime","You Wont be Charged Until Trial Ends, Cancel  Anytime","Vous ne Serez pas Facturé Jusqu'à la fin de L'essai, Annulez à Tout Moment",Bis zum Ende des Testzeitraums Werden Ihnen Keine Gebühren Berechnet. Jederzeit Kündbar,"Non Verrà Addebitato Alcun Importo Fino Alla Fine del Periodo di Prova, Annulla in Qualsiasi Momento","Você Não Será Cobrado Até o Fim da Avaliação, Cancele a Qualquer Momento","No se te Cobrará Hasta que Termine la Prueba, Puedes Cancelar en Cualquier Momento",Вы не Платите до Окончания Проб. Периода. Отмена в Любое Время,,"You Wont be Charged Until Trial Ends, Cancel  Anytime"
TEXT_MOST_POPULAR,,,Most Popular,პოპულარული,Meilleur Plan,Am Beliebtesten,Il più popolare,Mais Popular,Más Populares,Очень Популярно,,Most Popular
TEXT_TRY_FREE_FOR_7_DAYS,,,Try {0}Free{1} for {0}7{1} Days,სცადეთ {0}უფასოდ 7{1} დღით,{0}7{1} Jours d’essaie {0}GRATUIT{1},{0}KOSTENLOS{1} testen für {0}7{1} Tage,PROVA {0}GRATIS{1} PER {0}7{1} GIORNI,Experimente {0}GRATUITAMENTE{1} por {0}7{1} dias,Prueba {0}7{1} días {0}GRATIS{1},Попробуйте {0}Бесплатно{1} на {0}7{1} Дней,,Try Free for 7 Days
TEXT_SELECT_LANGUAGE,,,Select Language,ენის არჩევა,Choisir la Langue,Sprache Auswählen,Seleziona la Lingua,Selecione o Idioma,Selecciona el Idioma,Выбрать Язык,,Select Language
TEXT_CHANGING_LANGUAGE,,,Changing Language...,მიმდინარეობს  ენის შეცვლა...,Changement de Langue,Sprache Ändern,Modifica la Lingua,Grande Aventura,Cambiando Idioma,Смена Языка,,Changing Language...
,,,,,Grande Aventure,Großes Abenteuer,Grande Avventura,Mudando o Idioma,Una Gran Aventura,Большое Приключение,,
TEXT_MEMBERSHIP,,,Membership,გაწევრიანება,Adhesion,Mitgliedschaft,ABBONAMENTO ,Filiação,Suscripción,Участие,,Membership
TEXT_500_EDUCATIONAL_PUZZLES,,,500+ Educational Puzzles & Games,500-ზე მეტი საგანმანათლებლო პაზლი და თამაში,Plus de 500 Puzzles et Jeux Éducatifs,500+ bildende Puzzles und Spiele,Più di 500 puzzle e giochi educativi,Mais de 500 quebra-cabeças e jogos educacionais,500+ juegos y puzzles educativos,500+ Развивающих головоломок и игр,,500+ Educational Puzzles & Games
,,,"You won't be charged until trial ends, Cancel auto renewal anytime","თქვენ არ ჩამოგეჭრებათ თანხა საცდელი პერიოდის დასრულებამდე, გააუქმეთ ავტომატური განახლება ნებისმიერ დროს","Facturé à la fin de votre essai, Annulez à tout moment ",Bis zum Ende der Probemitgliedschaft fallen keine Kosten an. Du kannst die automatische Verlängerung jederzeit stornieren.,Non ti verrà addebitato nulla fino alla fine della prova. Puoi annullare il rinnovo automatico in qualsiasi momento.,"Você não será cobrado até o final do período de teste, cancele a renovação automática a qualquer momento",No se cobrará hasta terminar la prueba. Cancela cuando quieras,С вас не будут ничего списывать до конца пробной версии. Отмените подписку в любое время,,"You won't be charged until trial ends, Cancel auto renewal anytime"
TEXT_UNLIMITED_ACCESS_TO,,,Unlimited Access to,ულიმიტო წვდომა,Accès illimité à,Unlimitierter Zugriff auf,Accesso illimitato a,Acesso ilimitado a mais,Acceso ilimitado,Безлимитный доступ,,Unlimited access to 500+ Educational Puzzles and Games
TEXT_UNLIMITED_ACCESS_TO_PART_2,,,500+ Educational Puzzles and Games,500-ზე მეტ საგანმანათლებლო თამაშზე და პაზლზე,plus de 500 Puzzles et Jeux Éducatifs,500+ bildende Puzzles und Spiele,più di 500 puzzle e giochi educativi,de 500 quebra-cabeças e jogos educacionais,a +500 puzzles y juegos educativos,к 500+ развивающим Головоломкам и Играм ,,
TEXT_500_LEARNING_GAMES,,,500+ Learning Games for 2-4 Year Olds. Free! Download Now,"500-ზე მეტი საგანმანათლებლო თამაში და პაზლი 2-4 წილის ბავშვებისთვის, გადმოწერე უფასოდ",Plus de 500 Jeux D'apprentissage Pour les 2 à 4 Ans. Télécharger Gratuitement!,500+ Lernspiele für 2- bis 4-jährige. Kostenlos! Sofort Herunterladen,500+ Giochi per Bambini di 2-4 Anni. Gratis! Scarica Ora,500+ Jogos de Aprendizagem Para Crianças de 2 a 4 Anos. Grátis! Baixe Agora,500+ Juegos Educativos Para Niños de 2-4 Años. ¡gratis! Descarga Ahora,500+ Познавательных Игр Для Детей от 2 до 4 Лет. Бесплатно! Загрузить Сейчас,,500+ Learning Games for 2-4 Year Olds. Free! Download Now
TEXT_PROFILE,text,,Profile,პროფილი,Profil,Profil,Profilo,Perfil,Perfil,Профиль,,
TEXT_SIGN_IN,Text,,Sign In,ავტორიზაცია,Se connecter,Einloggen,Entra,Entrar,Conectarse,Зайти,,
TEXT_SIGN_UP,Text,,Sign Up,რეგისტრაცია,S'inscrire,Anmeldung,Iscriviti,Inscrever-se,Inscribirse,Зарегистрироваться,,
TEXT_SIGN_OUT,Text,,Sign out,გასვლა,Déconnexion,Ausloggen,Esci,Sair,Desconectarse,Выйти,,
TEXT_SIGN_IN_WITH_APPLE,Text,,Sign in with Apple,შედი Apple-ით,Se connecter avec Apple,Einloggen mit Apple,Accedi con Apple,Faça login com a Apple,Entrar con Apple,Зайти через Apple,,
TEXT_SIGN_IN_WITH_FACEBOOK,Text,,Sign in with Facebook,შედი Facebook-ით,Se connecter avec Facebook,Einloggen mit Facebook,Accedi con Facebook,Faça login com o Facebook,Entrar con Facebook,Зайти через Facebook,,
TEXT_SIGN_IN_WITH_GOOGLE,Text,,Sign in with Google,შედი Google-ით,Se connecter avec Google,Einloggen mit Google,Accedi con Google,Faça login com o Google,Entrar con Google,Зайти через Google,,
TEXT_HAVE_AN_ACCOUNT,Text,,Have an account?,გაქვს ავტორიზირება გავლილი?,Avez-vous un compte?,Du hast bereits einen Account?,Hai un account?,Ter uma conta?,¿Tienes una cuenta?,Уже есть аккаунт?,,
TEXT_ALREADY_A_MEMBER,Text,,Already a member?,ხარ უკვე ავტორიზირებული?,Déjà membre?,Du bist bereits Mitglied?,Sei già iscritto?,Já é um membro?,¿Ya eres miembro?,Уже есть подписка?,,
TEXT_YOU_ARE_SIGNED_IN,Text,,You are signed in,თქვენ ხართ შესული,Vous êtes connecté,Du bist eingeloggt,Hai effettuato l'accesso,Você está conectado,Te has conectado,Вы уже зашли,,
TEXT_YOU_ARE_SIGNED_IN_AS,Text,,You are signed in as,თქვენ ხართ შესული როგორც,Connecté en tant que,Du bist eingeloggt als,Hai effettuato l'accesso come,Você está conectado como,Te has conectado como,Вы зашли как,,
TEXT_SHARE_THE_PHOTO,Text,,Share the photo,ფოტოს გაზიარება,Partagez la photo,Teile das Foto,Condividi la foto,Compartilhe a foto,Comparte la foto,Поделиться фото,,
TEXT_NAME_OF_THE_CAT,Text,,Name of the cat,კატის სახელი,Nom du chat,Name der Katze,Nome del gatto,Nome do gato,Nome do gato,Имя кота,,
TEXT_NAME_OF_THE_DOG,Text,,Name of the dog,ძაღლის სახელი,Nom du chien,Name des Hundes,Nome del cane,Nome do cachorro,Nombre del perro,Имя собаки,,
TEXT_ABOUNT_US,Text,,About Us,ჩვენს შესახებ,À Propos de Nous,Über Uns,Chi Siamo,Sobre Nós,Sobre Nosotros,О нас,,
TEXT_START_THE_GAME,Text,,Start the Game,თამაშის დაწყება,Commencer le Jeu,Starte das Spiel,Inizia il Gioco,Comece o Jogo,Comienza el Juego,Начать Игру,,
TEXT_VERSUS_GAME_COMPETE_WITH_EACH_OTHER,Text,,Fun Games - Compete With Each Other,შეეჯიბრეთ ერთმანეთს - ,Jeux Amusants - <color=#FF7087>Traduction Prochainement</color>,Lustige Spiele - <color=#FF7087>Übersetzung Kommt Bald</color>,Giochi Divertenti -  <color=#FF7087>Traduzione Prossimamente </color>,Jogos Divertidos - <color=#FF7087>Tradução em Breve </color>,Juegos Divertidos - <color=#FF7087>Traducción Próximamente</color>,Веселые Игры  - <color=#FF7087>Перевод Скоро Будет</color>,,
TEXT_SIMILAR,Text,,SIMILAR,ერთნაირი,SIMILAIRE,ÄHNLICH,SIMILE,SEMELHANTE,SIMILAR,ПОХОЖИЙ,,
TEXT_COUNTING,Text,,COUNTING,დათვლა,COMPTE,ZÄHLEN,CONTEGGIO,CONTANDO,CONTANDO,ПОДСЧЕТ,,
TEXT_VOICE,Text,,VOICE,ხმები,VOIX,STIMME,VOCE,VOZ,VOZ,ГОЛОС,,
TEXT_COMPETITION,Text,,COMPETITION,შეჯიბრება,CONCURRENCE,WETTBEWERB,CONCORRENZA,CONCORRÊNCIA,COMPETENCIA,СОРЕВНОВАНИЕ,,
TEXT_SIGN_UP_WITH_APPLE,Text,,Sign up with Apple,დარეგისტრირდი Apple-ით,Inscrivez-vous avec Apple,Melden Sie sich bei Apple an,Iscriviti con Apple,Inscreva-se com a Apple,Regístrese con Apple,Зарегистрироваться через Apple,,
TEXT_SIGN_UP_WITH_FACEBOOK,Text,,Sign up with Facebook,დარეგისტრირდი Facebook-ით,Inscrivez-vous avec Facebook,Melden Sie sich bei Facebook an,Iscriviti con Facebook,Inscreva-se com o Facebook,Registrate con Facebook,Зарегистрируйтесь через Facebook,,
TEXT_SIGN_UP_WITH_GOOGLE,Text,,Sign up with Google,დარეგისტრირდი Google-ით,Inscrivez-vous avec Google,Melden Sie sich bei Google an,Iscriviti con Google,Inscreva-se com o Google,Regístrese con Google,Зарегистрироваться через Google,,
TEXT_NOT_REGISTERED,Text,,Not Registered?,არ ხარ დარეგისტრირებული?,Non enregistré?,Nicht registriert?,Non registrato?,Não registrado?,¿No registrado?,Не зарегистрирован?,,
TEXT_ALREADY_HAVE_AN_ACCOUNT,Text,,Already Have An Account?,უკვე გაქვთ ანგარიში?,Vous avez déjà un compte?,Sie haben bereits ein Konto?,Hai già un account?,Já tem uma conta?,¿Ya tienes una cuenta?,У вас уже есть аккаунт?,,
TEXT_LOGGED_IN_AS,Text,,Logged In As:,შესული ხართ როგორც:,Connecté en tant que:,Angemeldet als:,Collegato come:,Logado como:,Conectado como:,Войти как:,,
TEXT_BIND_SUBSCRIPTION_TO_THIS_ACCOUNT,Text,,Bind Subscription to this account,ამ ანგარიშზე გამოწერის დაკავშირება,Lier l'abonnement à ce compte,Abonnement an dieses Konto binden,Associa l'abbonamento a questo account,Vincular assinatura a esta conta,Vincular suscripción a esta cuenta,Связать подписку с этой учетной записью,,
TEXT_BIND,Text,,Bind,დაკავშირება,Lier,Binden,Legamento,Vincular,Unir,Соединять,,
TEXT_OOPS,Text,,Oops!,შეცდომაა!,Oups!,Hoppla!,Ops!,Ops!,Ups!,Упс!,,
TEXT_SOMETHING_WENT_WRONG,Text,,Something went wrong,"დაფიქსირდა შეცდომე, ცადეთ მოგივანებით",Quelque Chose C'est Mal Passé. Merci D'essayer Plus Tard,"Etwas Ist Schief Gelaufen, Bitte Versuchen Sie Es Später Erneut","Qualcosa È Andato Storto, Per Favore Riprova Più Tardi","Algo Deu Errado, Tente Novamente Mais Tarde","Algo Salió Mal, Inténtalo De Nuevo Más Tarde","Что-То Пошло Не Так, Повторите Попытку Позже",,
TEXT_APP_UPDATE_DESC,Text,,"You are using the old version of the app. To continue playing, update your app on  <color={0}>{1}</color>",,,,,,,,,
TEXT_UPDATE,Text,,Update,,,,,,,,,
TEXT_SIGN_IN_PROMOTION,Text,,Subscribed? Share the subscription to your other devices by signing up,აქ დარეგისტრირებით შეძლებ გააზიარო აპლიკაციის გამოწერა სხვა დივაისებზეც,Abonné ? Partagez l'abonnement sur vos autres appareils en vous inscrivant,"Gezeichnet? Teilen Sie das Abonnement mit Ihren anderen Geräten, indem Sie sich anmelden",Abbonato? Condividi l'abbonamento con gli altri tuoi dispositivi registrandoti,Subscrito? Compartilhe a assinatura com seus outros dispositivos inscrevendo-se,¿Suscrito? Comparta la suscripción con sus otros dispositivos registrándose,"Подписан? Поделитесь подпиской с другими устройствами, зарегистрировавшись",,
TEXT_BINDING_DONE,Text,,Bind successful,შეკვრა შესრულებულია,Reliure terminée,Bindung fertig,Rilegatura eseguita,Encadernação concluída,Enlace hecho,Привязка выполнена,,
TEXT_LAST_ACCOUNT,Text,,Last Account,ბოლო ანგარიში,Dernier compte,Letztes Konto,Ultimo conto,Última conta,Última cuenta,последний аккаунт,,
TEXT_NEW_ACCOUNT,Text,,New Account,ახალი ანგარიში,Nouveau compte,Neues Konto,Nuovo account,Nova conta,Nueva cuenta,Новый аккаунт,,
TEXT_APP_OUT_OF_DATE,Text,,Update Required,საჭიროა განახლება,Mise à jour requise,Aktualisierung erforderlich,Aggiornamento richiesto,Atualização necessária,Actualización requerida,Требуется обновление,,
TEXT_TRANSFERRED_TO,Text,,Trasnferred to,,,,,,,,,
TEXT_SUBSCRIPTION,Text,,Subscription,გამოწერა,Abonnement,Abonnement,Sottoscrizione,Inscrição,Suscripción,Подписка,,
TEXT_FAIRY_TALES_AND_BEDTIME_STORIES,Text,,"Fairy Tales -  Bedtime Stories Read, Listen, and Observe",ზღაპრები - <color=#FF7087>მალე ითარგმნება</color>,Contes de fées - <color=#FF7087>Traduction Prochainement</color>,Märchen - <color=#FF7087>Übersetzung Kommt Bald</color>,Fiabe - <color=#FF7087>Traduzione Prossimamente </color>,Contos de Fadas - <color=#FF7087>Tradução em Breve </color>,Cuentos de Hadas - <color=#FF7087>Traducción Próximamente</color>,Сказки - <color=#FF7087>Перевод Скоро Будет</color>,,
TEXT_PETS_HAVE_FUN_WITH_YOUR_PET,Text,,Pets - Have Fun With Your Pets,შინაური ცხოველები - შენი ძაღლი და კატა,Animaux de compagnie - amusez-vous avec votre chat et votre chien,Haustiere - viel Spaß mit Ihren Haustieren,Animali domestici - divertiti con i tuoi animali domestici,Animais de estimação - seu gato e cachorro,Mascotas - diviértete con tus mascotas,Питомцы - веселись со своими котом и собакой,,
TEXT_NUMBERS_AND_COUNT_UP_FOR_TEN,Text,,Numbers & counting - up to 10,ციფრები და დათვლა 10-მდე - <color=#FF7087>მალე ითარგმნება</color>,Chiffres et comptage jusqu'à 10 - <color=#FF7087>Traduction Prochainement</color>,Zahlen & Zählen bis 10 - <color=#FF7087>Übersetzung Kommt Bald</color>,Numeri e conteggio fino a 10 - <color=#FF7087>Traduzione Prossimamente </color>,Números e contando até 10 - <color=#FF7087>Tradução em Breve </color>,Números y contar hasta 10 - <color=#FF7087>Traducción Próximamente</color>,Цифры и счет до 10 - <color=#FF7087>Перевод Скоро Будет</color>,,
TEXT_WILD_AND_FARM_ANIMALS,Text,,Wild & Farm Animals - Fun and Adventure,,,,,,,,,
TEXT_MY_PROFESSIONS_CHOOSE_YOUR_FAV_PROFESSION,Text,,My Professions - Choose Your Fav Profession,ჩემი პროფესიები - <color=#FF7087>მალე ითარგმნება</color>,Mes professions -  <color=#FF7087>Traduction Prochainement</color>,Meine Berufe  - <color=#FF7087>Übersetzung Kommt Bald</color>,Le mie professioni - <color=#FF7087>Traduzione Prossimamente </color>,Minhas profissões  - <color=#FF7087>Tradução em Breve </color>,Mis profesiones  - <color=#FF7087>Traducción Próximamente</color>,Мои профессии - <color=#FF7087>Перевод Скоро Будет</color>,,
TEXT_ABC_NEW,Text,,ABC Adventure,ვისწავლოთ ინგლისური - <color=#FF7087> მალე ითარგმნება</color>,Apprendre l'anglais - <color=#FF7087>Traduction Prochainement</color>,Englisch lernen - <color=#FF7087>Übersetzung Kommt Bald</color>,Imparare l'inglese- <color=#FF7087>Traduzione Prossimamente </color>,Aprendendo Inglês - <color=#FF7087>Tradução em Breve </color>,Aprendiendo ingles - <color=#FF7087>Traducción Próximamente</color>,Учить английский - <color=#FF7087>Перевод Скоро Будет</color>,,"Read & Write -  Learn Abc, Numbers, Colors, Shapes"
TEXT_EDUCATIONAL_MATH_ADVENTURE,Text,,Math Adventure,მათემატიკური თამაშები - <color=#FF7087>მალე ითარგმნება</color>,Jeux mathématiques - <color=#FF7087>Traduction Prochainement</color>,Mathe-Spiele - <color=#FF7087>Übersetzung Kommt Bald</color>,Giochi di matematica - <color=#FF7087>Traduzione Prossimamente </color>,Jogos de matemática - <color=#FF7087>Tradução em Breve </color>,Juegos de matemáticas  - <color=#FF7087>Traducción Próximamente</color>,Математические игры - <color=#FF7087>Перевод Скоро Будет</color>,,
TEXT_EDUCATIONAL_PATTERNS,Text,,Patterns,შაბლონები,Motifs,Muster,Modelli,Padrões,Patrones,Узоры,,
TEXT_EDUCATIONAL_COMPARING,Text,,Comparing,შედარება,Comparant,Vergleichen,Confrontando,Comparando,Comparando,Сравнение,,
TEXT_EDUCATIONAL_SIZES,Text,,Sizes,ზომები,Tailles,Größen,Taglie,Tamanhos,Tallas,Размеры,,
TEXT_EDUCATIONAL_SHAPES,Text,,Shapes,ფორმები,Formes,Formen,Forme,Formas,formas,Формы,,
TEXT_EDUCATIONAL_SORTING_CLASSIFYING,Text,,"Sorting & 
Classifying","დახარისხება და 
კლასიფიკაცია","Trier et 
Classer","Sortieren & 
Klassifizieren","Ordinamento e 
Classificazione","Classificando e 
Classificando","Ordenar y 
Clasificar","Сортировка и 
Классификация",,
TEXT_EDUCATIONAL_NUMBERS_COUNTING,Text,,"Numbers &
Counting {0}(1-10){1}","ციფრები და 
დათვლა {0}(1-10){1}","Chiffres et 
Comptage {0}(1-10){1}","Zahlen & 
Zählen {0}(1-10){1}","Numeri e 
Conteggio {0}(1-10){1}","Números e 
Contagem {0}(1-10){1}","Números y 
Contar {0}(1-10){1}","Числа и 
Счет {0}(1-10){1}",,
TEXT_EDUCATIONAL_COMING_SOON,Text,,Coming Soon,მალე დაემატება,À venir,Demnächst,Prossimamente,Em breve,Próximamente,Скоро Будет,,
TEXT_FREE_TRIAL,Text,,Free Trial,საცდელი ვერსია,Essai gratuit,Kostenlose Testphase,Prova gratuita,Teste grátis,Prueba Gratis,Пробная Версия,,Start Your Free Trial
